negative_lm,positive_lm,negative_swn,positive_swn,Date,Price,lm_prediction,swn_prediction,actual
0.0,0.0,0.0,0.0,1995,22.25,SELL,SELL,BUY
0.0,0.0,0.0,0.0,1996,38.75,SELL,SELL,BUY
0.0,0.0,0.0,0.0,1997,53.5625,SELL,SELL,SELL
0.0,0.0,0.0,0.0,1998,47.625,SELL,SELL,SELL
0.0,0.0,0.0,0.0,1999,34.6875,SELL,SELL,BUY
0.0,0.0,0.0,0.0,2000,44.5,SELL,SELL,BUY
0.0,0.0,0.0,0.0,2001,58.5,SELL,SELL,SELL
0.0,0.0,0.0,0.0,2002,40.950001,SELL,SELL,SELL
0.32007310555124446,0.3240018182851291,1.0,0.6512435255514856,2003,31.59,BUY,SELL,BUY
0.9436850956785116,0.965713596493719,0.9431067754988374,0.8688606902216255,2004,41.75,BUY,SELL,BUY
0.8610318552494013,0.7485549500980986,0.9836337474765373,0.9985690127526403,2005,50.599998,SELL,BUY,BUY
0.8562872770195185,0.7220239063179544,0.9605150845283678,0.9773374337256532,2006,68.309998,SELL,BUY,BUY
0.49742427690745794,0.6433350499148071,0.982308281890687,0.0,2007,89.559998,BUY,SELL,SELL
0.3712817474210669,0.5968585213093685,0.40089478954750346,0.0,2008,83.18,BUY,SELL,SELL
0.5816679105860069,0.784345421230155,0.40089478954750346,0.0,2009,42.310001,BUY,SELL,BUY
0.8770315203823439,0.9514118858360946,1.0,0.0,2010,60.599998,BUY,SELL,BUY
0.8574799133933755,0.8104845638132079,0.942314973928439,0.0,2011,69.480003,SELL,SELL,BUY
0.8522879034782677,0.9131283535463975,0.942314973928439,0.9949774025409249,2012,74.18,BUY,BUY,SELL
0.7710045088531361,0.8575116780797196,0.8201604165637177,0.9956647987703805,2013,73.870003,BUY,BUY,BUY
0.9610725029581626,0.9928545527475039,0.8201604165637177,0.9956647987703805,2014,125.260002,BUY,BUY,BUY
0.9471132513503215,0.9733685091876825,0.9752105781275373,1.0,2015,145.369995,BUY,BUY,SELL
0.9327906665919408,0.9792166312755439,0.0,1.0,2016,120.129997,BUY,BUY,BUY
0.9587543588896859,0.9882437262876076,0.0,1.0,2017,163.419998,BUY,BUY,BUY
0.2519806382393437,0.10299144283776762,1.0,0.0,2018,354.369995,SELL,SELL,BUY
0.4084468452874937,0.17560047370546344,0.9673942343417334,0.0,2019,385.619995,SELL,SELL,SELL
0.8540837498239477,0.8329312772741467,0.9997938254179821,0.6702757329587009,2020,318.269989,SELL,SELL,SELL
0.16010287792241507,0.13645667145673096,0.0,0.0,2021,194.190002,SELL,SELL,TBD
